Year;Month;Day;match;home_team;away_team;home_score;away_score;tournament;city;country;latitude;longitude;neutral;Winner;Loser;SG;Brasil
1982;7;4;Poland 0 x 0 Russia;Poland;Russia;0;0;FIFA World Cup;Barcelona;Spain;;;TRUE;Draw;Draw;0;#N/D
1982;7;5;Italy 3 x 2 Brazil;Italy;Brazil;3;2;FIFA World Cup;Barcelona;Spain;;;TRUE;Italy;Brazil;1;BR
1982;7;5;Spain 0 x 0 England;Spain;England;0;0;FIFA World Cup;Madrid;Spain;;;FALSE;Draw;Draw;0;#N/D
1982;7;8;Germany 3 x 3 France;Germany;France;3;3;FIFA World Cup;Seville;Spain;;;TRUE;Draw;Draw;0;#N/D
1982;7;8;Poland 0 x 2 Italy;Poland;Italy;0;2;FIFA World Cup;Barcelona;Spain;;;TRUE;Italy;Poland;2;#N/D
1982;7;10;Poland 3 x 2 France;Poland;France;3;2;FIFA World Cup;Alicante;Spain;;;TRUE;Poland;France;1;#N/D
1982;7;11;Italy 3 x 1 Germany;Italy;Germany;3;1;FIFA World Cup;Madrid;Spain;;;TRUE;Italy;Germany;2;#N/D
1986;5;31;Bulgaria 1 x 1 Italy;Bulgaria;Italy;1;1;FIFA World Cup;Mexico City;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;1;Canada 0 x 1 France;Canada;France;0;1;FIFA World Cup;León;Mexico;;;TRUE;France;Canada;1;#N/D
1986;6;1;Spain 0 x 1 Brazil;Spain;Brazil;0;1;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Brazil;Spain;1;BR
1986;6;2;Argentina 3 x 1 South Korea;Argentina;South Korea;3;1;FIFA World Cup;Mexico City;Mexico;;;TRUE;Argentina;South Korea;2;#N/D
1986;6;2;Morocco 0 x 0 Poland;Morocco;Poland;0;0;FIFA World Cup;Monterrey;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;2;Russia 6 x 0 Hungary;Russia;Hungary;6;0;FIFA World Cup;Irapuato;Mexico;;;TRUE;Russia;Hungary;6;#N/D
1986;6;3;Algeria 1 x 1 Northern Ireland;Algeria;Northern Ireland;1;1;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;3;Mexico 2 x 1 Belgium;Mexico;Belgium;2;1;FIFA World Cup;Mexico City;Mexico;;;FALSE;Mexico;Belgium;1;#N/D
1986;6;3;Portugal 1 x 0 England;Portugal;England;1;0;FIFA World Cup;Monterrey;Mexico;;;TRUE;Portugal;England;1;#N/D
1986;6;4;Paraguay 1 x 0 Iraq;Paraguay;Iraq;1;0;FIFA World Cup;Toluca;Mexico;;;TRUE;Paraguay;Iraq;1;#N/D
1986;6;4;Scotland 0 x 1 Denmark;Scotland;Denmark;0;1;FIFA World Cup;Nezahualcóyotl;Mexico;;;TRUE;Denmark;Scotland;1;#N/D
1986;6;4;Uruguay 1 x 1 Germany;Uruguay;Germany;1;1;FIFA World Cup;Querétaro;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;5;France 1 x 1 Russia;France;Russia;1;1;FIFA World Cup;León;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;5;Italy 1 x 1 Argentina;Italy;Argentina;1;1;FIFA World Cup;Puebla;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;5;South Korea 1 x 1 Bulgaria;South Korea;Bulgaria;1;1;FIFA World Cup;Mexico City;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;6;Brazil 1 x 0 Algeria;Brazil;Algeria;1;0;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Brazil;Algeria;1;BR
1986;6;6;England 0 x 0 Morocco;England;Morocco;0;0;FIFA World Cup;Monterrey;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;6;Hungary 2 x 0 Canada;Hungary;Canada;2;0;FIFA World Cup;Irapuato;Mexico;;;TRUE;Hungary;Canada;2;#N/D
1986;6;7;Mexico 1 x 1 Paraguay;Mexico;Paraguay;1;1;FIFA World Cup;Mexico City;Mexico;;;FALSE;Draw;Draw;0;#N/D
1986;6;7;Northern Ireland 1 x 2 Spain;Northern Ireland;Spain;1;2;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Spain;Northern Ireland;1;#N/D
1986;6;7;Poland 1 x 0 Portugal;Poland;Portugal;1;0;FIFA World Cup;Monterrey;Mexico;;;TRUE;Poland;Portugal;1;#N/D
1986;6;8;Denmark 6 x 1 Uruguay;Denmark;Uruguay;6;1;FIFA World Cup;Nezahualcóyotl;Mexico;;;TRUE;Denmark;Uruguay;5;#N/D
1986;6;8;Germany 2 x 1 Scotland;Germany;Scotland;2;1;FIFA World Cup;Querétaro;Mexico;;;TRUE;Germany;Scotland;1;#N/D
1986;6;8;Iraq 1 x 2 Belgium;Iraq;Belgium;1;2;FIFA World Cup;Toluca;Mexico;;;TRUE;Belgium;Iraq;1;#N/D
1986;6;9;Hungary 0 x 3 France;Hungary;France;0;3;FIFA World Cup;León;Mexico;;;TRUE;France;Hungary;3;#N/D
1986;6;9;Russia 2 x 0 Canada;Russia;Canada;2;0;FIFA World Cup;Irapuato;Mexico;;;TRUE;Russia;Canada;2;#N/D
1986;6;10;Argentina 2 x 0 Bulgaria;Argentina;Bulgaria;2;0;FIFA World Cup;Mexico City;Mexico;;;TRUE;Argentina;Bulgaria;2;#N/D
1986;6;10;South Korea 2 x 3 Italy;South Korea;Italy;2;3;FIFA World Cup;Puebla;Mexico;;;TRUE;Italy;South Korea;1;#N/D
1986;6;11;England 3 x 0 Poland;England;Poland;3;0;FIFA World Cup;Monterrey;Mexico;;;TRUE;England;Poland;3;#N/D
1986;6;11;Mexico 1 x 0 Iraq;Mexico;Iraq;1;0;FIFA World Cup;Mexico City;Mexico;;;FALSE;Mexico;Iraq;1;#N/D
1986;6;11;Paraguay 2 x 2 Belgium;Paraguay;Belgium;2;2;FIFA World Cup;Toluca;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;11;Portugal 1 x 3 Morocco;Portugal;Morocco;1;3;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Morocco;Portugal;2;#N/D
1986;6;12;Algeria 0 x 3 Spain;Algeria;Spain;0;3;FIFA World Cup;Monterrey;Mexico;;;TRUE;Spain;Algeria;3;#N/D
1986;6;12;Northern Ireland 0 x 3 Brazil;Northern Ireland;Brazil;0;3;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Brazil;Northern Ireland;3;BR
1986;6;13;Denmark 2 x 0 Germany;Denmark;Germany;2;0;FIFA World Cup;Querétaro;Mexico;;;TRUE;Denmark;Germany;2;#N/D
1986;6;13;Scotland 0 x 0 Uruguay;Scotland;Uruguay;0;0;FIFA World Cup;Nezahualcóyotl;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;15;Mexico 2 x 0 Bulgaria;Mexico;Bulgaria;2;0;FIFA World Cup;Mexico City;Mexico;;;FALSE;Mexico;Bulgaria;2;#N/D
1986;6;15;Russia 3 x 4 Belgium;Russia;Belgium;3;4;FIFA World Cup;León;Mexico;;;TRUE;Belgium;Russia;1;#N/D
1986;6;16;Argentina 1 x 0 Uruguay;Argentina;Uruguay;1;0;FIFA World Cup;Puebla;Mexico;;;TRUE;Argentina;Uruguay;1;#N/D
1986;6;16;Brazil 4 x 0 Poland;Brazil;Poland;4;0;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Brazil;Poland;4;BR
1986;6;17;Italy 0 x 2 France;Italy;France;0;2;FIFA World Cup;Mexico City;Mexico;;;TRUE;France;Italy;2;#N/D
1986;6;17;Morocco 0 x 1 Germany;Morocco;Germany;0;1;FIFA World Cup;Monterrey;Mexico;;;TRUE;Germany;Morocco;1;#N/D
1986;6;18;Denmark 1 x 5 Spain;Denmark;Spain;1;5;FIFA World Cup;Querétaro;Mexico;;;TRUE;Spain;Denmark;4;#N/D
1986;6;18;England 3 x 0 Paraguay;England;Paraguay;3;0;FIFA World Cup;Mexico City;Mexico;;;TRUE;England;Paraguay;3;#N/D
1986;6;21;Brazil 1 x 1 France;Brazil;France;1;1;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Draw;Draw;0;BR
1986;6;21;Mexico 0 x 0 Germany;Mexico;Germany;0;0;FIFA World Cup;Monterrey;Mexico;;;FALSE;Draw;Draw;0;#N/D
1986;6;22;Argentina 2 x 1 England;Argentina;England;2;1;FIFA World Cup;Mexico City;Mexico;;;TRUE;Argentina;England;1;#N/D
1986;6;22;Spain 1 x 1 Belgium;Spain;Belgium;1;1;FIFA World Cup;Puebla;Mexico;;;TRUE;Draw;Draw;0;#N/D
1986;6;25;Argentina 2 x 0 Belgium;Argentina;Belgium;2;0;FIFA World Cup;Mexico City;Mexico;;;TRUE;Argentina;Belgium;2;#N/D
1986;6;25;France 0 x 2 Germany;France;Germany;0;2;FIFA World Cup;Guadalajara;Mexico;;;TRUE;Germany;France;2;#N/D
1986;6;28;France 4 x 2 Belgium;France;Belgium;4;2;FIFA World Cup;Puebla;Mexico;;;TRUE;France;Belgium;2;#N/D
1986;6;29;Argentina 3 x 2 Germany;Argentina;Germany;3;2;FIFA World Cup;Mexico City;Mexico;;;TRUE;Argentina;Germany;1;#N/D
1990;6;8;Argentina 0 x 1 Cameroon;Argentina;Cameroon;0;1;FIFA World Cup;Milan;Italy;;;TRUE;Cameroon;Argentina;1;#N/D
1990;6;9;Italy 1 x 0 Austria;Italy;Austria;1;0;FIFA World Cup;Rome;Italy;;;FALSE;Italy;Austria;1;#N/D
1990;6;9;Russia 0 x 2 Romania;Russia;Romania;0;2;FIFA World Cup;Bari;Italy;;;TRUE;Romania;Russia;2;#N/D
1990;6;9;United Arab Emirates 0 x 2 Colombia;United Arab Emirates;Colombia;0;2;FIFA World Cup;Bologna;Italy;;;TRUE;Colombia;United Arab Emirates;2;#N/D
1990;6;10;Brazil 2 x 1 Sweden;Brazil;Sweden;2;1;FIFA World Cup;Turin;Italy;;;TRUE;Brazil;Sweden;1;BR
1990;6;10;Germany 4 x 1 Yugoslavia;Germany;Yugoslavia;4;1;FIFA World Cup;Milan;Italy;;;TRUE;Germany;Yugoslavia;3;#N/D
1990;6;10;United States 1 x 5 Czechoslovakia;United States;Czechoslovakia;1;5;FIFA World Cup;Florence;Italy;;;TRUE;Czechoslovakia;United States;4;#N/D
1990;6;11;Costa Rica 1 x 0 Scotland;Costa Rica;Scotland;1;0;FIFA World Cup;Genoa;Italy;;;TRUE;Costa Rica;Scotland;1;#N/D
1990;6;11;England 1 x 1 Republic of Ireland;England;Republic of Ireland;1;1;FIFA World Cup;Cagliari;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;12;Belgium 2 x 0 South Korea;Belgium;South Korea;2;0;FIFA World Cup;Verona;Italy;;;TRUE;Belgium;South Korea;2;#N/D
1990;6;12;Netherlands 1 x 1 Egypt;Netherlands;Egypt;1;1;FIFA World Cup;Palermo;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;13;Argentina 2 x 0 Russia;Argentina;Russia;2;0;FIFA World Cup;Naples;Italy;;;TRUE;Argentina;Russia;2;#N/D
1990;6;13;Uruguay 0 x 0 Spain;Uruguay;Spain;0;0;FIFA World Cup;Udine;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;14;Cameroon 2 x 1 Romania;Cameroon;Romania;2;1;FIFA World Cup;Bari;Italy;;;TRUE;Cameroon;Romania;1;#N/D
1990;6;14;Italy 1 x 0 United States;Italy;United States;1;0;FIFA World Cup;Rome;Italy;;;FALSE;Italy;United States;1;#N/D
1990;6;14;Yugoslavia 1 x 0 Colombia;Yugoslavia;Colombia;1;0;FIFA World Cup;Bologna;Italy;;;TRUE;Yugoslavia;Colombia;1;#N/D
1990;6;15;Austria 0 x 1 Czechoslovakia;Austria;Czechoslovakia;0;1;FIFA World Cup;Florence;Italy;;;TRUE;Czechoslovakia;Austria;1;#N/D
1990;6;15;Germany 5 x 1 United Arab Emirates;Germany;United Arab Emirates;5;1;FIFA World Cup;Milan;Italy;;;TRUE;Germany;United Arab Emirates;4;#N/D
1990;6;16;Brazil 1 x 0 Costa Rica;Brazil;Costa Rica;1;0;FIFA World Cup;Turin;Italy;;;TRUE;Brazil;Costa Rica;1;BR
1990;6;16;England 0 x 0 Netherlands;England;Netherlands;0;0;FIFA World Cup;Cagliari;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;16;Sweden 1 x 2 Scotland;Sweden;Scotland;1;2;FIFA World Cup;Genoa;Italy;;;TRUE;Scotland;Sweden;1;#N/D
1990;6;17;Belgium 3 x 1 Uruguay;Belgium;Uruguay;3;1;FIFA World Cup;Verona;Italy;;;TRUE;Belgium;Uruguay;2;#N/D
1990;6;17;Republic of Ireland 0 x 0 Egypt;Republic of Ireland;Egypt;0;0;FIFA World Cup;Palermo;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;17;South Korea 1 x 3 Spain;South Korea;Spain;1;3;FIFA World Cup;Udine;Italy;;;TRUE;Spain;South Korea;2;#N/D
1990;6;18;Argentina 1 x 1 Romania;Argentina;Romania;1;1;FIFA World Cup;Naples;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;18;Cameroon 0 x 4 Russia;Cameroon;Russia;0;4;FIFA World Cup;Bari;Italy;;;TRUE;Russia;Cameroon;4;#N/D
1990;6;19;Austria 2 x 1 United States;Austria;United States;2;1;FIFA World Cup;Florence;Italy;;;TRUE;Austria;United States;1;#N/D
1990;6;19;Germany 1 x 1 Colombia;Germany;Colombia;1;1;FIFA World Cup;Milan;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;19;Italy 2 x 0 Czechoslovakia;Italy;Czechoslovakia;2;0;FIFA World Cup;Rome;Italy;;;FALSE;Italy;Czechoslovakia;2;#N/D
1990;6;19;Yugoslavia 4 x 1 United Arab Emirates;Yugoslavia;United Arab Emirates;4;1;FIFA World Cup;Bologna;Italy;;;TRUE;Yugoslavia;United Arab Emirates;3;#N/D
1990;6;20;Brazil 1 x 0 Scotland;Brazil;Scotland;1;0;FIFA World Cup;Turin;Italy;;;TRUE;Brazil;Scotland;1;BR
1990;6;20;Sweden 1 x 2 Costa Rica;Sweden;Costa Rica;1;2;FIFA World Cup;Genoa;Italy;;;TRUE;Costa Rica;Sweden;1;#N/D
1990;6;21;Belgium 1 x 2 Spain;Belgium;Spain;1;2;FIFA World Cup;Verona;Italy;;;TRUE;Spain;Belgium;1;#N/D
1990;6;21;England 1 x 0 Egypt;England;Egypt;1;0;FIFA World Cup;Cagliari;Italy;;;TRUE;England;Egypt;1;#N/D
1990;6;21;Republic of Ireland 1 x 1 Netherlands;Republic of Ireland;Netherlands;1;1;FIFA World Cup;Palermo;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;21;South Korea 0 x 1 Uruguay;South Korea;Uruguay;0;1;FIFA World Cup;Udine;Italy;;;TRUE;Uruguay;South Korea;1;#N/D
1990;6;23;Cameroon 2 x 1 Colombia;Cameroon;Colombia;2;1;FIFA World Cup;Naples;Italy;;;TRUE;Cameroon;Colombia;1;#N/D
1990;6;23;Czechoslovakia 4 x 1 Costa Rica;Czechoslovakia;Costa Rica;4;1;FIFA World Cup;Bari;Italy;;;TRUE;Czechoslovakia;Costa Rica;3;#N/D
1990;6;24;Brazil 0 x 1 Argentina;Brazil;Argentina;0;1;FIFA World Cup;Turin;Italy;;;TRUE;Argentina;Brazil;1;BR
1990;6;24;Germany 2 x 1 Netherlands;Germany;Netherlands;2;1;FIFA World Cup;Milan;Italy;;;TRUE;Germany;Netherlands;1;#N/D
1990;6;25;Republic of Ireland 0 x 0 Romania;Republic of Ireland;Romania;0;0;FIFA World Cup;Genoa;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;6;25;Italy 2 x 0 Uruguay;Italy;Uruguay;2;0;FIFA World Cup;Rome;Italy;;;FALSE;Italy;Uruguay;2;#N/D
1990;6;26;England 1 x 0 Belgium;England;Belgium;1;0;FIFA World Cup;Bologna;Italy;;;TRUE;England;Belgium;1;#N/D
1990;6;26;Spain 1 x 2 Yugoslavia;Spain;Yugoslavia;1;2;FIFA World Cup;Verona;Italy;;;TRUE;Yugoslavia;Spain;1;#N/D
1990;6;30;Italy 1 x 0 Republic of Ireland;Italy;Republic of Ireland;1;0;FIFA World Cup;Rome;Italy;;;FALSE;Italy;Republic of Ireland;1;#N/D
1990;6;30;Yugoslavia 0 x 0 Argentina;Yugoslavia;Argentina;0;0;FIFA World Cup;Florence;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;7;1;Cameroon 2 x 3 England;Cameroon;England;2;3;FIFA World Cup;Naples;Italy;;;TRUE;England;Cameroon;1;#N/D
1990;7;1;Germany 1 x 0 Czechoslovakia;Germany;Czechoslovakia;1;0;FIFA World Cup;Milan;Italy;;;TRUE;Germany;Czechoslovakia;1;#N/D
1990;7;3;Italy 1 x 1 Argentina;Italy;Argentina;1;1;FIFA World Cup;Naples;Italy;;;FALSE;Draw;Draw;0;#N/D
1990;7;4;Germany 1 x 1 England;Germany;England;1;1;FIFA World Cup;Turin;Italy;;;TRUE;Draw;Draw;0;#N/D
1990;7;7;Italy 2 x 1 England;Italy;England;2;1;FIFA World Cup;Bari;Italy;;;FALSE;Italy;England;1;#N/D
1990;7;8;Germany 1 x 0 Argentina;Germany;Argentina;1;0;FIFA World Cup;Rome;Italy;;;TRUE;Germany;Argentina;1;#N/D
1994;6;17;Germany 1 x 0 Bolivia;Germany;Bolivia;1;0;FIFA World Cup;Chicago;United States;;;TRUE;Germany;Bolivia;1;#N/D
1994;6;17;Spain 2 x 2 South Korea;Spain;South Korea;2;2;FIFA World Cup;Dallas;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;18;Colombia 1 x 3 Romania;Colombia;Romania;1;3;FIFA World Cup;Pasadena;United States;;;TRUE;Romania;Colombia;2;#N/D
1994;6;18;Italy 0 x 1 Republic of Ireland;Italy;Republic of Ireland;0;1;FIFA World Cup;East Rutherford;United States;;;TRUE;Republic of Ireland;Italy;1;#N/D
1994;6;18;United States 1 x 1 Switzerland;United States;Switzerland;1;1;FIFA World Cup;Pontiac;United States;;;FALSE;Draw;Draw;0;#N/D
1994;6;19;Belgium 1 x 0 Morocco;Belgium;Morocco;1;0;FIFA World Cup;Orlando;United States;;;TRUE;Belgium;Morocco;1;#N/D
1994;6;19;Cameroon 2 x 2 Sweden;Cameroon;Sweden;2;2;FIFA World Cup;Pasadena;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;19;Norway 1 x 0 Mexico;Norway;Mexico;1;0;FIFA World Cup;Washington;United States;;;TRUE;Norway;Mexico;1;#N/D
1994;6;20;Brazil 2 x 0 Russia;Brazil;Russia;2;0;FIFA World Cup;Palo Alto;United States;;;TRUE;Brazil;Russia;2;BR
1994;6;20;Netherlands 2 x 1 Saudi Arabia;Netherlands;Saudi Arabia;2;1;FIFA World Cup;Washington;United States;;;TRUE;Netherlands;Saudi Arabia;1;#N/D
1994;6;21;Argentina 4 x 0 Greece;Argentina;Greece;4;0;FIFA World Cup;Foxborough;United States;;;TRUE;Argentina;Greece;4;#N/D
1994;6;21;Germany 1 x 1 Spain;Germany;Spain;1;1;FIFA World Cup;Chicago;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;21;Nigeria 3 x 0 Bulgaria;Nigeria;Bulgaria;3;0;FIFA World Cup;Dallas;United States;;;TRUE;Nigeria;Bulgaria;3;#N/D
1994;6;22;Romania 1 x 4 Switzerland;Romania;Switzerland;1;4;FIFA World Cup;Pontiac;United States;;;TRUE;Switzerland;Romania;3;#N/D
1994;6;22;United States 2 x 1 Colombia;United States;Colombia;2;1;FIFA World Cup;Pasadena;United States;;;FALSE;United States;Colombia;1;#N/D
1994;6;23;Italy 1 x 0 Norway;Italy;Norway;1;0;FIFA World Cup;East Rutherford;United States;;;TRUE;Italy;Norway;1;#N/D
1994;6;23;South Korea 0 x 0 Bolivia;South Korea;Bolivia;0;0;FIFA World Cup;Foxborough;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;24;Brazil 3 x 0 Cameroon;Brazil;Cameroon;3;0;FIFA World Cup;Palo Alto;United States;;;TRUE;Brazil;Cameroon;3;BR
1994;6;24;Mexico 2 x 1 Republic of Ireland;Mexico;Republic of Ireland;2;1;FIFA World Cup;Orlando;United States;;;TRUE;Mexico;Republic of Ireland;1;#N/D
1994;6;24;Sweden 3 x 1 Russia;Sweden;Russia;3;1;FIFA World Cup;Pontiac;United States;;;TRUE;Sweden;Russia;2;#N/D
1994;6;25;Argentina 2 x 1 Nigeria;Argentina;Nigeria;2;1;FIFA World Cup;Foxborough;United States;;;TRUE;Argentina;Nigeria;1;#N/D
1994;6;25;Belgium 1 x 0 Netherlands;Belgium;Netherlands;1;0;FIFA World Cup;Orlando;United States;;;TRUE;Belgium;Netherlands;1;#N/D
1994;6;25;Saudi Arabia 2 x 1 Morocco;Saudi Arabia;Morocco;2;1;FIFA World Cup;East Rutherford;United States;;;TRUE;Saudi Arabia;Morocco;1;#N/D
1994;6;26;Bulgaria 4 x 0 Greece;Bulgaria;Greece;4;0;FIFA World Cup;Chicago;United States;;;TRUE;Bulgaria;Greece;4;#N/D
1994;6;26;Switzerland 0 x 2 Colombia;Switzerland;Colombia;0;2;FIFA World Cup;Palo Alto;United States;;;TRUE;Colombia;Switzerland;2;#N/D
1994;6;26;United States 0 x 1 Romania;United States;Romania;0;1;FIFA World Cup;Pasadena;United States;;;FALSE;Romania;United States;1;#N/D
1994;6;27;Bolivia 1 x 3 Spain;Bolivia;Spain;1;3;FIFA World Cup;Chicago;United States;;;TRUE;Spain;Bolivia;2;#N/D
1994;6;27;Germany 3 x 2 South Korea;Germany;South Korea;3;2;FIFA World Cup;Dallas;United States;;;TRUE;Germany;South Korea;1;#N/D
1994;6;28;Brazil 1 x 1 Sweden;Brazil;Sweden;1;1;FIFA World Cup;Pontiac;United States;;;TRUE;Draw;Draw;0;BR
1994;6;28;Republic of Ireland 0 x 0 Norway;Republic of Ireland;Norway;0;0;FIFA World Cup;East Rutherford;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;28;Italy 1 x 1 Mexico;Italy;Mexico;1;1;FIFA World Cup;Washington;United States;;;TRUE;Draw;Draw;0;#N/D
1994;6;28;Russia 6 x 1 Cameroon;Russia;Cameroon;6;1;FIFA World Cup;Palo Alto;United States;;;TRUE;Russia;Cameroon;5;#N/D
1994;6;29;Belgium 0 x 1 Saudi Arabia;Belgium;Saudi Arabia;0;1;FIFA World Cup;Washington;United States;;;TRUE;Saudi Arabia;Belgium;1;#N/D
1994;6;29;Morocco 1 x 2 Netherlands;Morocco;Netherlands;1;2;FIFA World Cup;Orlando;United States;;;TRUE;Netherlands;Morocco;1;#N/D
1994;6;30;Argentina 0 x 2 Bulgaria;Argentina;Bulgaria;0;2;FIFA World Cup;Dallas;United States;;;TRUE;Bulgaria;Argentina;2;#N/D
1994;6;30;Greece 0 x 2 Nigeria;Greece;Nigeria;0;2;FIFA World Cup;Foxborough;United States;;;TRUE;Nigeria;Greece;2;#N/D
1994;7;2;Germany 3 x 2 Belgium;Germany;Belgium;3;2;FIFA World Cup;Chicago;United States;;;TRUE;Germany;Belgium;1;#N/D
1994;7;2;Spain 3 x 0 Switzerland;Spain;Switzerland;3;0;FIFA World Cup;Washington;United States;;;TRUE;Spain;Switzerland;3;#N/D
1994;7;3;Romania 3 x 2 Argentina;Romania;Argentina;3;2;FIFA World Cup;Pasadena;United States;;;TRUE;Romania;Argentina;1;#N/D
1994;7;3;Saudi Arabia 1 x 3 Sweden;Saudi Arabia;Sweden;1;3;FIFA World Cup;Dallas;United States;;;TRUE;Sweden;Saudi Arabia;2;#N/D
1994;7;4;Netherlands 2 x 0 Republic of Ireland;Netherlands;Republic of Ireland;2;0;FIFA World Cup;Orlando;United States;;;TRUE;Netherlands;Republic of Ireland;2;#N/D
1994;7;4;United States 0 x 1 Brazil;United States;Brazil;0;1;FIFA World Cup;Palo Alto;United States;;;FALSE;Brazil;United States;1;BR
1994;7;5;Mexico 1 x 1 Bulgaria;Mexico;Bulgaria;1;1;FIFA World Cup;East Rutherford;United States;;;TRUE;Draw;Draw;0;#N/D
1994;7;5;Nigeria 1 x 2 Italy;Nigeria;Italy;1;2;FIFA World Cup;Foxborough;United States;;;TRUE;Italy;Nigeria;1;#N/D
1994;7;9;Italy 2 x 1 Spain;Italy;Spain;2;1;FIFA World Cup;Foxborough;United States;;;TRUE;Italy;Spain;1;#N/D
1994;7;9;Netherlands 2 x 3 Brazil;Netherlands;Brazil;2;3;FIFA World Cup;Dallas;United States;;;TRUE;Brazil;Netherlands;1;BR
1994;7;10;Bulgaria 2 x 1 Germany;Bulgaria;Germany;2;1;FIFA World Cup;East Rutherford;United States;;;TRUE;Bulgaria;Germany;1;#N/D
1994;7;10;Romania 2 x 2 Sweden;Romania;Sweden;2;2;FIFA World Cup;Palo Alto;United States;;;TRUE;Draw;Draw;0;#N/D
1994;7;13;Bulgaria 1 x 2 Italy;Bulgaria;Italy;1;2;FIFA World Cup;East Rutherford;United States;;;TRUE;Italy;Bulgaria;1;#N/D
1994;7;13;Sweden 0 x 1 Brazil;Sweden;Brazil;0;1;FIFA World Cup;Pasadena;United States;;;TRUE;Brazil;Sweden;1;BR
1994;7;16;Sweden 4 x 0 Bulgaria;Sweden;Bulgaria;4;0;FIFA World Cup;Pasadena;United States;;;TRUE;Sweden;Bulgaria;4;#N/D
1994;7;17;Brazil 0 x 0 Italy;Brazil;Italy;0;0;FIFA World Cup;Pasadena;United States;;;TRUE;Draw;Draw;0;BR
1998;6;10;Brazil 2 x 1 Scotland;Brazil;Scotland;2;1;FIFA World Cup;Saint-Denis;France;;;TRUE;Brazil;Scotland;1;BR
1998;6;10;Morocco 2 x 2 Norway;Morocco;Norway;2;2;FIFA World Cup;Montpellier;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;11;Cameroon 1 x 1 Austria;Cameroon;Austria;1;1;FIFA World Cup;Toulouse;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;11;Italy 2 x 2 Chile;Italy;Chile;2;2;FIFA World Cup;Bordeaux;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;12;France 3 x 0 South Africa;France;South Africa;3;0;FIFA World Cup;Marseille;France;;;FALSE;France;South Africa;3;#N/D
1998;6;12;Paraguay 0 x 0 Bulgaria;Paraguay;Bulgaria;0;0;FIFA World Cup;Montpellier;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;12;Saudi Arabia 0 x 1 Denmark;Saudi Arabia;Denmark;0;1;FIFA World Cup;Lens;France;;;TRUE;Denmark;Saudi Arabia;1;#N/D
1998;6;13;South Korea 1 x 3 Mexico;South Korea;Mexico;1;3;FIFA World Cup;Lyon;France;;;TRUE;Mexico;South Korea;2;#N/D
1998;6;13;Netherlands 0 x 0 Belgium;Netherlands;Belgium;0;0;FIFA World Cup;Saint-Denis;France;;;TRUE;Draw;Draw;0;#N/D
1998;6;13;Spain 2 x 3 Nigeria;Spain;Nigeria;2;3;FIFA World Cup;Nantes;France;;;TRUE;Nigeria;Spain;1;#N/D
1998;6;14;Argentina 1 x 0 Japan;Argentina;Japan;1;0;FIFA World Cup;Toulouse;France;;;TRUE;Argentina;Japan;1;#N/D
1998;6;14;Jamaica 1 x 3 Croatia;Jamaica;Croatia;1;3;FIFA World Cup;Lens;France;;;TRUE;Croatia;Jamaica;2;#N/D
1998;6;14;Serbia 1 x 0 Iran;Serbia;Iran;1;0;FIFA World Cup;Saint-Étienne;France;;;TRUE;Serbia;Iran;1;#N/D
1998;6;15;England 2 x 0 Tunisia;England;Tunisia;2;0;FIFA World Cup;Marseille;France;;;TRUE;England;Tunisia;2;#N/D
